accounting  | accounting  | Accounting service started
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.path.match: envoy.path.match.uri_template.uri_template_matcher
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.ssl.server_context_factory: envoy.ssl.server_context_factory.default
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.listener_manager_impl: envoy.listener_manager_impl.default, envoy.listener_manager_impl.validation
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.matching.network.custom_matchers: envoy.matching.custom_matchers.trie_matcher
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.access_loggers: envoy.access_loggers.file, envoy.access_loggers.fluentd, envoy.access_loggers.http_grpc, envoy.access_loggers.open_telemetry, envoy.access_loggers.stderr, envoy.access_loggers.stdout, envoy.access_loggers.tcp_grpc, envoy.access_loggers.wasm, envoy.file_access_log, envoy.fluentd_access_log, envoy.http_grpc_access_log, envoy.open_telemetry_access_log, envoy.stderr_access_log, envoy.stdout_access_log, envoy.tcp_grpc_access_log, envoy.wasm_access_log
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   filter_state.object: envoy.filters.listener.original_dst.local_ip, envoy.filters.listener.original_dst.remote_ip, envoy.network.application_protocols, envoy.network.transport_socket.original_dst_address, envoy.network.upstream_server_name, envoy.network.upstream_subject_alt_names, envoy.ratelimit.hits_addend, envoy.string, envoy.tcp_proxy.cluster, envoy.tcp_proxy.disable_tunneling, envoy.tcp_proxy.per_connection_idle_timeout_ms, envoy.upstream.dynamic_host, envoy.upstream.dynamic_port
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.bootstrap: envoy.bootstrap.internal_listener, envoy.bootstrap.wasm, envoy.extensions.network.socket_interface.default_socket_interface
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.generic_proxy.filters: envoy.filters.generic.router
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.filters.http: envoy.bandwidth_limit, envoy.buffer, envoy.cors, envoy.csrf, envoy.ext_authz, envoy.ext_proc, envoy.extensions.filters.http.dynamic_modules, envoy.fault, envoy.filters.http.adaptive_concurrency, envoy.filters.http.admission_control, envoy.filters.http.alternate_protocols_cache, envoy.filters.http.api_key_auth, envoy.filters.http.aws_lambda, envoy.filters.http.aws_request_signing, envoy.filters.http.bandwidth_limit, envoy.filters.http.basic_auth, envoy.filters.http.buffer, envoy.filters.http.cache, envoy.filters.http.cdn_loop, envoy.filters.http.composite, envoy.filters.http.compressor, envoy.filters.http.connect_grpc_bridge, envoy.filters.http.cors, envoy.filters.http.credential_injector, envoy.filters.http.csrf, envoy.filters.http.custom_response, envoy.filters.http.decompressor, envoy.filters.http.dynamic_forward_proxy, envoy.filters.http.ext_authz, envoy.filters.http.ext_proc, envoy.filters.http.fault, envoy.filters.http.file_system_buffer, envoy.filters.http.gcp_authn, envoy.filters.http.geoip, envoy.filters.http.grpc_field_extraction, envoy.filters.http.grpc_http1_bridge, envoy.filters.http.grpc_http1_reverse_bridge, envoy.filters.http.grpc_json_reverse_transcoder, envoy.filters.http.grpc_json_transcoder, envoy.filters.http.grpc_stats, envoy.filters.http.grpc_web, envoy.filters.http.header_mutation, envoy.filters.http.header_to_metadata, envoy.filters.http.health_check, envoy.filters.http.ip_tagging, envoy.filters.http.json_to_metadata, envoy.filters.http.jwt_authn, envoy.filters.http.local_ratelimit, envoy.filters.http.lua, envoy.filters.http.match_delegate, envoy.filters.http.oauth2, envoy.filters.http.on_demand, envoy.filters.http.original_src, envoy.filters.http.proto_message_extraction, envoy.filters.http.rate_limit_quota, envoy.filters.http.ratelimit, envoy.filters.http.rbac, envoy.filters.http.router, envoy.filters.http.set_filter_state, envoy.filters.http.set_metadata, envoy.filters.http.stateful_session, envoy.filters.http.tap, envoy.filters.http.thrift_to_metadata, envoy.filters.http.wasm, envoy.geoip, envoy.grpc_http1_bridge, envoy.grpc_json_transcoder, envoy.grpc_web, envoy.health_check, envoy.ip_tagging, envoy.local_rate_limit, envoy.lua, envoy.rate_limit, envoy.router
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.filters.network: envoy.echo, envoy.ext_authz, envoy.filters.network.connection_limit, envoy.filters.network.direct_response, envoy.filters.network.dubbo_proxy, envoy.filters.network.echo, envoy.filters.network.ext_authz, envoy.filters.network.ext_proc, envoy.filters.network.generic_proxy, envoy.filters.network.http_connection_manager, envoy.filters.network.local_ratelimit, envoy.filters.network.mongo_proxy, envoy.filters.network.ratelimit, envoy.filters.network.rbac, envoy.filters.network.redis_proxy, envoy.filters.network.set_filter_state, envoy.filters.network.sni_cluster, envoy.filters.network.sni_dynamic_forward_proxy, envoy.filters.network.tcp_proxy, envoy.filters.network.thrift_proxy, envoy.filters.network.wasm, envoy.filters.network.zookeeper_proxy, envoy.http_connection_manager, envoy.mongo_proxy, envoy.ratelimit, envoy.redis_proxy, envoy.tcp_proxy
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.grpc_credentials: envoy.grpc_credentials.aws_iam, envoy.grpc_credentials.default, envoy.grpc_credentials.file_based_metadata
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.internal_redirect_predicates: envoy.internal_redirect_predicates.allow_listed_routes, envoy.internal_redirect_predicates.previous_routes, envoy.internal_redirect_predicates.safe_cross_scheme
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.string_matcher: envoy.string_matcher.lua
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.rate_limit_descriptors: envoy.rate_limit_descriptors.expr
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.common.key_value: envoy.key_value.file_based
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.network.dns_resolver: envoy.network.dns_resolver.cares, envoy.network.dns_resolver.getaddrinfo
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.http.header_validators: envoy.http.header_validators.envoy_default
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.http.injected_credentials: envoy.http.injected_credentials.generic, envoy.http.injected_credentials.oauth2
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.quic.connection_debug_visitor: envoy.quic.connection_debug_visitor.basic, envoy.quic.connection_debug_visitor.quic_stats
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.path.rewrite: envoy.path.rewrite.uri_template.uri_template_rewriter
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.http.custom_response: envoy.extensions.http.custom_response.local_response_policy, envoy.extensions.http.custom_response.redirect_policy
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.built_in_formatters: envoy.built_in_formatters.cel, envoy.built_in_formatters.http.default, envoy.built_in_formatters.metadata, envoy.built_in_formatters.stream_info.default
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.config_mux: envoy.config_mux.delta_grpc_mux_factory, envoy.config_mux.grpc_mux_factory, envoy.config_mux.new_grpc_mux_factory, envoy.config_mux.sotw_grpc_mux_factory
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.compression.compressor: envoy.compression.brotli.compressor, envoy.compression.gzip.compressor, envoy.compression.zstd.compressor
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.access_loggers.extension_filters: envoy.access_loggers.extension_filters.cel
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.srds_factory: envoy.srds_factory.default
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.matching.common_inputs: envoy.matching.common_inputs.environment_variable
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.filters.udp_listener: envoy.filters.udp.dns_filter, envoy.filters.udp_listener.udp_proxy
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.transport_sockets.upstream: envoy.transport_sockets.alts, envoy.transport_sockets.http_11_proxy, envoy.transport_sockets.internal_upstream, envoy.transport_sockets.quic, envoy.transport_sockets.raw_buffer, envoy.transport_sockets.starttls, envoy.transport_sockets.tap, envoy.transport_sockets.tcp_stats, envoy.transport_sockets.tls, envoy.transport_sockets.upstream_proxy_protocol, raw_buffer, starttls, tls
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.guarddog_actions: envoy.watchdog.abort_action, envoy.watchdog.profile_action
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.route_config_update_requester: envoy.route_config_update_requester.default
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.229][8][info][main] [source/server/server.cc:440]   envoy.regex_engines: envoy.regex_engines.google_re2
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.250][8][info][main] [source/server/server.cc:500] HTTP header map info:
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.250][8][info][main] [source/server/server.cc:503]   request header map: 656 bytes: :authority,:method,:path,:protocol,:scheme,accept,accept-encoding,access-control-request-headers,access-control-request-method,access-control-request-private-network,authentication,authorization,cache-control,cdn-loop,connection,content-encoding,content-length,content-type,expect,grpc-accept-encoding,grpc-timeout,if-match,if-modified-since,if-none-match,if-range,if-unmodified-since,keep-alive,origin,pragma,proxy-connection,proxy-status,referer,te,transfer-encoding,upgrade,user-agent,via,x-client-trace-id,x-envoy-attempt-count,x-envoy-decorator-operation,x-envoy-downstream-service-cluster,x-envoy-downstream-service-node,x-envoy-expected-rq-timeout-ms,x-envoy-external-address,x-envoy-force-trace,x-envoy-hedge-on-per-try-timeout,x-envoy-internal,x-envoy-ip-tags,x-envoy-is-timeout-retry,x-envoy-max-retries,x-envoy-original-path,x-envoy-original-url,x-envoy-retriable-header-names,x-envoy-retriable-status-codes,x-envoy-retry-grpc-on,x-envoy-retry-on,x-envoy-upstream-alt-stat-name,x-envoy-upstream-rq-per-try-timeout-ms,x-envoy-upstream-rq-timeout-alt-response,x-envoy-upstream-rq-timeout-ms,x-envoy-upstream-stream-duration-ms,x-forwarded-client-cert,x-forwarded-for,x-forwarded-host,x-forwarded-port,x-forwarded-proto,x-request-id
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.250][8][info][main] [source/server/server.cc:503]   request trailer map: 120 bytes: 
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.250][8][info][main] [source/server/server.cc:503]   response header map: 432 bytes: :status,access-control-allow-credentials,access-control-allow-headers,access-control-allow-methods,access-control-allow-origin,access-control-allow-private-network,access-control-expose-headers,access-control-max-age,age,cache-control,connection,content-encoding,content-length,content-type,date,etag,expires,grpc-message,grpc-status,keep-alive,last-modified,location,proxy-connection,proxy-status,server,transfer-encoding,upgrade,vary,via,x-envoy-attempt-count,x-envoy-decorator-operation,x-envoy-degraded,x-envoy-immediate-health-check-fail,x-envoy-ratelimited,x-envoy-upstream-canary,x-envoy-upstream-healthchecked-cluster,x-envoy-upstream-service-time,x-request-id
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.250][8][info][main] [source/server/server.cc:503]   response trailer map: 144 bytes: grpc-message,grpc-status
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.301][8][info][main] [source/server/server.cc:901] runtime: layers:
frontend-proxy  | frontend-proxy  |   - name: static_layer_0
frontend-proxy  | frontend-proxy  |     static_layer:
frontend-proxy  | frontend-proxy  |       envoy:
frontend-proxy  | frontend-proxy  |         resource_limits:
frontend-proxy  | frontend-proxy  |           listener:
frontend-proxy  | frontend-proxy  |             example_listener_name:
frontend-proxy  | frontend-proxy  |               connection_limit: 10000
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.301][8][info][main] [source/server/server.cc:734] Starting admin HTTP server at 0.0.0.0:10000
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.301][8][info][admin] [source/server/admin/admin.cc:65] admin address: 0.0.0.0:10000
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.301][8][info][config] [source/server/configuration_impl.cc:173] loading tracing configuration
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.301][8][info][config] [source/server/configuration_impl.cc:124] loading 0 static secret(s)
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.301][8][info][config] [source/server/configuration_impl.cc:130] loading 9 cluster(s)
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.307][8][info][config] [source/server/configuration_impl.cc:140] loading 1 listener(s)
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.324][8][info][tracing] [source/common/tracing/tracer_manager_impl.cc:42] instantiating a new tracer: envoy.tracers.opentelemetry
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.327][8][info][config] [source/server/configuration_impl.cc:156] loading stats configuration
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.329][8][warning][main] [source/server/server.cc:970] There is no configured limit to the number of allowed active downstream connections. Configure a limit in `envoy.resource_monitors.global_downstream_max_connections` resource monitor.
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.329][8][info][main] [source/server/server.cc:1012] starting main dispatch loop
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.345][8][info][runtime] [source/common/runtime/runtime_impl.cc:555] RTDS has finished initialization
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.345][8][info][upstream] [source/common/upstream/cluster_manager_impl.cc:264] cm init: all clusters initialized
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.345][8][info][main] [source/server/server.cc:992] all clusters initialized. initializing init manager
frontend-proxy  | frontend-proxy  | [2026-02-07 05:01:59.345][8][info][config] [source/common/listener_manager/listener_manager_impl.cc:948] all dependencies initialized. starting workers
grafana  | grafana  | logger=installer.fs t=2026-02-07T05:02:03.291727704Z level=info msg="Downloaded and extracted grafana-lokiexplore-app v1.0.35 zip successfully to /var/lib/grafana/plugins/grafana-lokiexplore-app"
grafana  | grafana  | logger=plugins.registration t=2026-02-07T05:02:03.318301445Z level=info msg="Plugin registered" pluginId=grafana-lokiexplore-app
grafana  | grafana  | logger=plugin.backgroundinstaller t=2026-02-07T05:02:03.318334444Z level=info msg="Plugin successfully installed" pluginId=grafana-lokiexplore-app version= duration=1.590256168s
grafana  | grafana  | logger=ngalert.state.manager rule_uid=des78nlna99tsf org_id=1 t=2026-02-07T05:02:10.009476859Z level=error msg="Error in expanding template" error="failed to expand template '{{- $labels := .Labels -}}{{- $values := .Values -}}{{- $value := .Value -}}The 95th percentile response time for operation {{ $labels.service_namespace\n    }}/{{ $labels.service_name }} \"{{ $labels.http_request_method }} {{\n    $labels.http_route }}\" has been\n    above xxx seconds for 2 minutes on {{ $labels.service_instance_id}}. Current\n    value: {{ .Value | humanizeDuration }}.': error executing template __alert_CartAddItemHighLatency: template: __alert_CartAddItemHighLatency:5:23: executing \"__alert_CartAddItemHighLatency\" at <humanizeDuration>: error calling humanizeDuration: strconv.ParseFloat: parsing \"\": invalid syntax"
